id,category,name,description,description_vi,tags,classifications,related_terms,part_of_terms,type_of_terms,secondary_categories,custom_data_type,data_classes
11277,Involved Party,FinCEN Entity Identifier,Identifies a unique identifier of the Individual or Organization that is assigned by the Financial Crimes Enforcement Network (FinCEN).,[Auto Translated] Xác định mã định danh duy nhất của Cá nhân hoặc Tổ chức được Mạng lưới Thực thi Tội phạm Tài chính (FinCEN) chỉ định.,property,Sensitive Personal Information,,Business Core Vocabulary >> Involved Party >> Organization; Business Core Vocabulary >> Involved Party >> Individual,,Business Scopes >> Data Privacy >> Personal Data >> ID - Government; Business Scopes >> Payments Data; Business Scopes >> Data Privacy >> Personal Data; Business Scopes >> AML Suspicious Transactions; Business Scopes >> Banking Customers; Business Scopes >> Data Protection; Business Scopes >> Data Protection >> Data Protection View; Business Scopes >> Data Privacy >> Personal Data >> Criminal & Offence Activity,String,
11278,Involved Party,Outstanding Long-Term Debt Security Flag,Identifies an Involved Party as having issued a long-term debt security which is still outstanding in the market.,[Auto Translated] Xác định một Bên liên quan đã phát hành chứng khoán nợ dài hạn vẫn còn tồn đọng trên thị trường.,property,,,Business Core Vocabulary >> Involved Party >> Organization,,Business Scopes >> Financial Markets (FM); Business Scopes >> Operational Risk Management; Business Scopes >> Capital Markets; Business Scopes >> Financial Markets (FM) >> Financial Markets Trading; Business Scopes >> Capital Markets >> Capital Markets View,Boolean,
11279,Involved Party,Work Email Address,Identifies an Email Address that is the Individual's work contact email address.,[Auto Translated] Xác định Địa chỉ Email là địa chỉ email liên hệ công việc của Cá nhân.,property,Personal Information,Business Core Vocabulary >> Location >> Email Address,Business Core Vocabulary >> Involved Party >> Individual,,Business Scopes >> Data Privacy >> Personal Data >> Basic Personal Information; Business Scopes >> Data Privacy >> Personal Data; Business Scopes >> Employment; Business Scopes >> Customer View; Business Scopes >> Customer View >> Individual Customer Profile Analysis; Business Scopes >> Banking Customers; Business Scopes >> Employment >> Employment View,Relationship,
11280,Involved Party,Suspect Monitor Status,"Distinguishes between Individuals and Organizations according to whether or not they are suspected of activities, such as fraud or bad debts, that necessitate the Financial Institution to monitor them more closely.","[Auto Translated] Phân biệt giữa Cá nhân và Tổ chức tùy theo việc họ có bị nghi ngờ về các hoạt động hay không, chẳng hạn như gian lận hoặc nợ xấu, đòi hỏi Tổ chức Tài chính phải giám sát họ chặt chẽ hơn.",property,Sensitive Personal Information,,Business Core Vocabulary >> Involved Party >> Organization; Business Core Vocabulary >> Involved Party >> Individual,,Business Scopes >> Payments Data; Business Scopes >> Data Privacy >> Personal Data >> Finance; Business Scopes >> Data Privacy >> Personal Data; Business Scopes >> AML Suspicious Transactions; Business Scopes >> Banking Customers; Business Scopes >> Data Privacy >> Personal Data >> Criminal & Offence Activity,Reference Data,
11281,Involved Party,Correspondent,Identifies a Financial Institution that may perform services or sell product(s) on behalf of another Financial Institution. The Correspondent Financial Institution is often located in a different country.,[Auto Translated] Xác định một Tổ chức Tài chính có thể thực hiện các dịch vụ hoặc bán (các) sản phẩm thay mặt cho một Tổ chức Tài chính khác. Tổ chức tài chính tương ứng thường được đặt tại một quốc gia khác.,role,,Business Core Vocabulary >> Transaction >> Cash Correspondent; Business Core Vocabulary >> Involved Party >> Financial Institution Correspondent; Business Core Vocabulary >> Transaction >> Transaction Correspondent,,Business Core Vocabulary >> Involved Party >> Financial Institution,Business Scopes >> Payment Analysis; Business Scopes >> Alignment Scopes >> Basel Framework Alignment Scopes >> Basel III Regulatory Standards LCR Alignment Scope; Business Scopes >> Transaction Management; Business Scopes >> Financial Markets (FM); Business Scopes >> Financial Markets (FM) >> Financial Markets Overview; Business Scopes >> Financial Markets (FM) >> Financial Markets Involved Party Fundamentals; Business Scopes >> Financial Markets (FM) >> Financial Markets Trading,,
11282,Involved Party,Product Supplier,"Identifies a relationship in which an Involved Party is the vendor for a specific Product; for example, a specific Network Service Provider Supplies a specific Funds Transfer Product.",[Auto Translated] Xác định mối quan hệ trong đó Bên liên quan là nhà cung cấp cho một Sản phẩm cụ thể; ví dụ: Nhà cung cấp dịch vụ mạng cụ thể cung cấp Sản phẩm chuyển tiền cụ thể.,concept,,Business Core Vocabulary >> Product >> Product; Business Core Vocabulary >> Involved Party >> Supplier,,,,,
11283,Involved Party,Individual Employment Status,Distinguishes between Individuals according to the manner by which they earn a living.,[Auto Translated] Phân biệt giữa các cá nhân theo cách họ kiếm sống.,property,Personal Information,,Business Core Vocabulary >> Involved Party >> Individual,,Business Scopes >> Employment; Business Scopes >> Data Privacy >> Personal Data >> Human Resources; Business Scopes >> Customer View >> Customer Insight - Contact Center Optimization; Business Scopes >> Employment >> Employment View; Business Scopes >> Data Privacy >> Regulatory Alignment >> GDPR Related Terms; Business Scopes >> Payment Cards; Business Scopes >> Data Privacy >> Personal Data; Business Scopes >> Customer View >> Customer Insight - Optimize Offers And Cross Sell; Business Scopes >> Customer View >> Customer Insight - Customer Lifetime Value; Business Scopes >> Data Protection >> Data Protection View; Business Scopes >> Alignment Scopes >> GDPR Alignment Scope; Business Scopes >> Data Privacy >> Regulatory Alignment >> CCPA Related Terms; Business Scopes >> Customer View; Business Scopes >> Customer View >> Individual Customer Profile Analysis; Business Scopes >> Banking Customers; Business Scopes >> Data Protection; Business Scopes >> Alignment Scopes >> CCPA Alignment Scope; Business Scopes >> Systemic Risk; Business Scopes >> Employment >> Employment Fundamentals,Reference Data,Knowledge Accelerators >> Data Classes >> Demographic Data Classes >> Employment Status
11284,Involved Party,Employee Skill Level,Distinguishes between Employees based on their overall skill level.,[Auto Translated] Phân biệt giữa các nhân viên dựa trên trình độ kỹ năng tổng thể của họ.,property,Personal Information,,Business Core Vocabulary >> Involved Party >> Employee,,Business Scopes >> Data Privacy >> Personal Data; Business Scopes >> Data Privacy >> Personal Data >> Human Resources,Reference Data,
11285,Involved Party,Previous Refusal Flag,"Distinguishes between Customers based on whether or not they have been refused an Arrangement by the Financial Institution in the past. For example, a rejected loan application or insurance policy.",[Auto Translated] Phân biệt giữa các Khách hàng dựa trên việc họ có bị Tổ chức Tài chính từ chối Thỏa thuận trước đây hay không. Ví dụ: đơn xin vay tiền hoặc hợp đồng bảo hiểm bị từ chối.,property,Personal Information,,Business Core Vocabulary >> Involved Party >> Customer,,Business Scopes >> Optimize Offers and Cross Sell Scenario; Business Scopes >> Credit Risk Mitigation; Business Scopes >> Data Privacy >> Personal Data >> Finance; Business Scopes >> Data Privacy >> Personal Data; Business Scopes >> Customer View >> Customer Arrangements; Business Scopes >> Insurance >> Insurance View; Business Scopes >> Credit Cards; Business Scopes >> Customer View; Business Scopes >> Insurance; Business Scopes >> Banking Customers; Business Scopes >> Loans And Mortgages; Business Scopes >> Data Protection; Business Scopes >> Customer View >> Know Your Customer (KYC); Business Scopes >> Data Protection >> Data Protection View,Boolean,
11286,Involved Party,Creditor,"Identifies a party that owes money to another party, who is termed the Debtor. For example, the premium due a customer's policy has not yet been paid; a bank approves a loan to a customer who draws down the funds - the customer is now termed the Debtor, while the lending bank is termed the Creditor.","[Auto Translated] Xác định một bên nợ tiền của một bên khác, được gọi là Bên nợ. Ví dụ: phí bảo hiểm đến hạn theo hợp đồng của khách hàng vẫn chưa được thanh toán; ngân hàng phê duyệt khoản vay cho khách hàng rút tiền - khách hàng hiện được gọi là Bên nợ, trong khi ngân hàng cho vay được gọi là Chủ nợ.",role,Personal Information,Business Core Vocabulary >> Transaction >> Transaction Creditor,,Business Core Vocabulary >> Involved Party >> Involved Party,Business Scopes >> Transaction Management; Business Scopes >> Payment Cards,,
11287,Involved Party,Acquirer,"Identifies an Involved Party, such as a financial institution, which acquires data from a payment transaction initiated with a Payment Card. The acquirer receives the information either from a Merchant or from an Automated Teller Machine (ATM).","[Auto Translated] Xác định một Bên liên quan, chẳng hạn như tổ chức tài chính, thu thập dữ liệu từ giao dịch thanh toán được thực hiện bằng Thẻ thanh toán. Người mua nhận được thông tin từ Người bán hoặc từ Máy rút tiền tự động (ATM).",role,,Business Core Vocabulary >> Involved Party >> Product Acquirer,,Business Core Vocabulary >> Involved Party >> Involved Party,Business Scopes >> Transaction Management; Business Scopes >> Payment Cards,,
