id,code,name,description,description_vi,ref_set_id
1681,Fourth Best Bid Price,Fourth Best Bid Price,Identifies a Financial Market Product Price Point Type that is the fourth best bid price for a financial market instrument in a given period or at a specific point in time.,[Auto] Xác định Loại điểm giá sản phẩm thị trường tài chính là giá chào mua tốt thứ tư cho một công cụ thị trường tài chính trong một khoảng thời gian nhất định hoặc tại một thời điểm cụ thể.,70f51a75-ee19-4ee2-a942-d6200b1b68a3
1682,Fourth Best Offer Price,Fourth Best Offer Price,Identifies a Financial Market Product Price Point Type that is the fourth best offer price for a financial market instrument in a given period or at a specific point in time.,[Auto] Xác định Loại điểm giá sản phẩm trên thị trường tài chính là giá chào bán tốt thứ tư cho một công cụ thị trường tài chính trong một khoảng thời gian nhất định hoặc tại một thời điểm cụ thể.,70f51a75-ee19-4ee2-a942-d6200b1b68a3
1683,Trade Price With Market Maker,Trade Price With Market Maker,Identifies a Product Price which is recorded as a Trade Price With Market Maker.,[Auto] Xác định Giá sản phẩm được ghi là Giá giao dịch với nhà tạo lập thị trường.,70f51a75-ee19-4ee2-a942-d6200b1b68a3
1684,Mark To Market Price,Mark To Market Price,Identifies a Product Price which is recorded as a Mark To Market Price.,[Auto] Xác định Giá sản phẩm được ghi là Giá thị trường.,70f51a75-ee19-4ee2-a942-d6200b1b68a3
1685,Trade Price With Customer,Trade Price With Customer,Identifies a Product Price which is recorded as a Trade Price With Customer.,[Auto] Xác định Giá sản phẩm được ghi là Giá giao dịch với khách hàng.,70f51a75-ee19-4ee2-a942-d6200b1b68a3
1686,Best Offer Price,Best Offer Price,Identifies a Financial Market Product Price Point Type that is the best (i.e. lowest) offer price for a financial market instrument in a given period or at a specific point in time.,[Auto] Xác định Loại điểm giá sản phẩm thị trường tài chính là giá chào bán tốt nhất (tức là thấp nhất) cho một công cụ thị trường tài chính trong một khoảng thời gian nhất định hoặc tại một thời điểm cụ thể.,70f51a75-ee19-4ee2-a942-d6200b1b68a3
1687,Opening Price,Opening Price,Identifies a Product Price which is recorded as an Opening Price.,[Auto] Xác định Giá sản phẩm được ghi là Giá mở cửa.,70f51a75-ee19-4ee2-a942-d6200b1b68a3
1688,Third Best Offer Price,Third Best Offer Price,Identifies a Financial Market Product Price Point Type that is the third best offer price for a financial market instrument in a given period or at a specific point in time.,[Auto] Xác định Loại điểm giá sản phẩm trên thị trường tài chính là giá chào bán tốt thứ ba cho một công cụ thị trường tài chính trong một khoảng thời gian nhất định hoặc tại một thời điểm cụ thể.,70f51a75-ee19-4ee2-a942-d6200b1b68a3
1689,Second Best Offer Price,Second Best Offer Price,Identifies a Financial Market Product Price Point Type that is the second best offer price for a financial market instrument in a given period or at a specific point in time.,[Auto] Xác định Loại điểm giá sản phẩm trên thị trường tài chính là giá chào bán tốt thứ hai cho một công cụ thị trường tài chính trong một khoảng thời gian nhất định hoặc tại một thời điểm cụ thể.,70f51a75-ee19-4ee2-a942-d6200b1b68a3
1690,Fixing Price,Fixing Price,Identifies a Product Price which is recorded as a Fixing Price.,[Auto] Xác định Giá sản phẩm được ghi là Giá cố định.,70f51a75-ee19-4ee2-a942-d6200b1b68a3
1691,Second Best Bid Price,Second Best Bid Price,Identifies a Financial Market Product Price Point Type that is the second best bid price for a financial market instrument in a given period or at a specific point in time.,[Auto] Xác định Loại điểm giá sản phẩm thị trường tài chính là giá chào mua tốt thứ hai cho một công cụ thị trường tài chính trong một khoảng thời gian nhất định hoặc tại một thời điểm cụ thể.,70f51a75-ee19-4ee2-a942-d6200b1b68a3
1692,Closing Price,Closing Price,Identifies a Product Price which is recorded as a Closing Price.,[Auto] Xác định Giá sản phẩm được ghi là Giá đóng cửa.,70f51a75-ee19-4ee2-a942-d6200b1b68a3
1693,Fifth Best Offer Price,Fifth Best Offer Price,Identifies a Financial Market Product Price Point Type that is the fifth best offer price for a financial market instrument in a given period or at a specific point in time.,[Auto] Xác định Loại điểm giá sản phẩm trên thị trường tài chính là giá chào bán tốt thứ năm cho một công cụ thị trường tài chính trong một khoảng thời gian nhất định hoặc tại một thời điểm cụ thể.,70f51a75-ee19-4ee2-a942-d6200b1b68a3
1694,Third Best Bid Price,Third Best Bid Price,Identifies a Financial Market Product Price Point Type that is the third best bid price for a financial market instrument in a given period or at a specific point in time.,[Auto] Xác định Loại điểm giá sản phẩm thị trường tài chính là giá chào mua tốt thứ ba cho một công cụ thị trường tài chính trong một khoảng thời gian nhất định hoặc tại một thời điểm cụ thể.,70f51a75-ee19-4ee2-a942-d6200b1b68a3
1695,Fifth Best Bid Price,Fifth Best Bid Price,Identifies a Financial Market Product Price Point Type that is the fifth best bid price for a financial market instrument in a given period or at a specific point in time.,[Auto] Xác định Loại điểm giá sản phẩm thị trường tài chính là giá chào mua tốt thứ năm cho một công cụ thị trường tài chính trong một khoảng thời gian nhất định hoặc tại một thời điểm cụ thể.,70f51a75-ee19-4ee2-a942-d6200b1b68a3
1696,User Defined Activity Price,User Defined Activity Price,"Identifies a Product Price which is recorded at a date, time or frequency defined by the financial institution. For example, a price may be specified by the issuer of an OTC Derivative which specifies that if the reference price goes above a specified value, no further payments will be made on the derivative; this is often the case with interest rate swap options which will make regular interest payments if the reference price goes above the strike price, but will cease if the reference price, due to exceptional market circumstances, goes above this defined price.

Swap Option pays interest when LIBOR exceeds 4%.
User Defined Price: When LIBOR exceeds 10%, payments are no longer made on the Swap Option.","[Auto] Xác định Giá sản phẩm được ghi lại vào ngày, giờ hoặc tần suất do tổ chức tài chính xác định. Ví dụ: nhà phát hành Chứng khoán phái sinh OTC có thể chỉ định một mức giá trong đó nêu rõ rằng nếu giá tham chiếu vượt quá một giá trị được chỉ định thì sẽ không có khoản thanh toán nào được thực hiện thêm cho chứng khoán phái sinh đó; Điều này thường xảy ra với các quyền chọn hoán đổi lãi suất sẽ thanh toán lãi suất thường xuyên nếu giá tham chiếu cao hơn giá thực hiện nhưng sẽ chấm dứt nếu giá tham chiếu, do hoàn cảnh thị trường đặc biệt, vượt quá mức giá xác định này.

Tùy chọn Hoán đổi trả lãi khi LIBOR vượt quá 4%.
Giá do Người dùng Xác định: Khi LIBOR vượt quá 10%, các khoản thanh toán sẽ không được thực hiện trên Tùy chọn Hoán đổi nữa.",70f51a75-ee19-4ee2-a942-d6200b1b68a3
1697,Best Bid Price,Best Bid Price,Identifies a Financial Market Product Price Point Type that is the best (i.e. highest) bid price for a financial market instrument in a given period or at a specific point in time.,[Auto] Xác định Loại điểm giá sản phẩm thị trường tài chính là giá thầu tốt nhất (tức là cao nhất) cho một công cụ thị trường tài chính trong một khoảng thời gian nhất định hoặc tại một thời điểm cụ thể.,70f51a75-ee19-4ee2-a942-d6200b1b68a3
1698,Indicative Price,Indicative Price,Identifies a Product Price which is recorded as an Indicative Price.,[Auto] Xác định Giá sản phẩm được ghi dưới dạng Giá chỉ định.,70f51a75-ee19-4ee2-a942-d6200b1b68a3
1699,Marking To Market,Marking To Market,Identifies Marking-to-market as at least the daily valuation of positions at readily available close out prices in orderly transactions that are sourced independently.,[Auto] Xác định Đánh dấu theo thị trường ít nhất là việc định giá hàng ngày các vị thế ở mức giá đóng cửa sẵn có trong các giao dịch có trật tự có nguồn gốc độc lập.,710951e8-87e1-4eb9-905a-5a97911812d5
1700,Independent Price Verification,Independent Price Verification,Identifies a process by which market prices or model inputs are regularly verified for accuracy.,[Auto] Xác định một quy trình trong đó giá thị trường hoặc đầu vào mô hình thường xuyên được xác minh độ chính xác.,710951e8-87e1-4eb9-905a-5a97911812d5
1701,Marking To Model,Marking To Model,"Identifies Marking To model defined as any valuation which has to be benchmarked, extrapolated or otherwise calculated from a market input.","[Auto] Xác định mô hình Marking To được xác định là bất kỳ giá trị nào phải được làm chuẩn, ngoại suy hoặc tính toán theo cách khác từ đầu vào thị trường.",710951e8-87e1-4eb9-905a-5a97911812d5
1702,Registration Management,Registration Management,"Identifies an Item Management in which the dispatch of a single item to be sent through a channel is recorded; for example, registered mail.","[Auto] Xác định Quản lý mục trong đó việc gửi một mục duy nhất được gửi qua một kênh được ghi lại; ví dụ, thư đã đăng ký.",713d2f25-352e-4c0a-bf8b-15d6f0550a5d
1703,Traceability Management,Traceability Management,"Identifies an Item Management in which the logical or physical status of a single item can be determined throughout the delivery process; for example, a direct deposit processing system that allows the current status of posting for one payment to be determined.",[Auto] Xác định Quản lý mặt hàng trong đó trạng thái vật lý hoặc logic của một mặt hàng có thể được xác định trong suốt quá trình phân phối; ví dụ: hệ thống xử lý tiền gửi trực tiếp cho phép xác định trạng thái đăng bài hiện tại cho một khoản thanh toán.,713d2f25-352e-4c0a-bf8b-15d6f0550a5d
1704,Unconditional Guarantee,Unconditional Guarantee,Identifies a situation where the guarantor has made the guarantee unconditionally.,[Auto] Xác định trường hợp người bảo lãnh thực hiện bảo lãnh vô điều kiện.,714e77ec-f949-40b2-8ad1-f3f0978aee3d
1705,Conditional Guarantee,Conditional Guarantee,Identifies the condition where the guarantor has stipulated that certain criteria must be met before the guarantee is made.,[Auto] Xác định điều kiện mà người bảo lãnh đã quy định rằng phải đáp ứng các tiêu chí nhất định trước khi thực hiện bảo lãnh.,714e77ec-f949-40b2-8ad1-f3f0978aee3d
