id,source_category,source_term,relationship_type,target_category,target_term
9565,Arrangement,Arrangement Inflows Net Of Value Adjustments And Provisions Amount,part_of,Arrangement,Financial Instrument Arrangement
9566,Arrangement,Arrangement Inflows Net Of Value Adjustments And Provisions Amount,part_of,Arrangement,Finance Service Arrangement
9567,Arrangement,Arrangement Inflows Net Of Value Adjustments And Provisions Amount,part_of,Arrangement,Settlement Account Arrangement
9568,Arrangement,Internal Credit Enhancement Type,part_of,Arrangement,Internal Credit Enhancement
9569,Arrangement,Discretionary Management Flag,part_of,Arrangement,Investment Arrangement
9570,Arrangement,Arrangement Participation Date,part_of,Arrangement,Arrangement
9571,Arrangement,Arrangement Authorized User Relationship Limit Condition,related,Condition,Arrangement Involved Party Relationship Limit
9572,Arrangement,Arrangement Authorized User Relationship Limit Condition,part_of,Arrangement,Arrangement Authorized User
9573,Arrangement,Drawn Balance,part_of,Arrangement,Loan Arrangement
9574,Arrangement,Drawn Balance,part_of,Arrangement,Account Facility Finance Service Arrangement
9575,Arrangement,Drawn Balance,part_of,Arrangement,Credit Facility Arrangement
9576,Arrangement,Penalty Balance Amount,part_of,Arrangement,Line Of Credit Arrangement
9577,Arrangement,Outgoing Dishonored Check Count Date,part_of,Arrangement,Line Of Credit Arrangement
9578,Arrangement,Outgoing Dishonored Check Count Date,part_of,Arrangement,Demand Deposit Arrangement
9579,Arrangement,Interest Paid Through Date,part_of,Arrangement,Trading Account Arrangement
9580,Arrangement,Interest Paid Through Date,part_of,Arrangement,Settlement Account Arrangement
9581,Arrangement,Interest Paid Through Date,part_of,Arrangement,Finance Service Arrangement
9582,Arrangement,Risk Hedging Instrument,related,Product,Financial Market Instrument
9583,Arrangement,Risk Hedging Instrument,part_of,Arrangement,Account Facility Finance Service Arrangement
9584,Arrangement,Risk Hedging Instrument,part_of,Arrangement,Asset Securitization Arrangement
9585,Arrangement,Risk Hedging Instrument,part_of,Arrangement,Trading Account Arrangement
9586,Arrangement,Risk Hedging Instrument,part_of,Arrangement,Financial Instrument Arrangement
9587,Arrangement,Risk Hedging Instrument,part_of,Arrangement,Finance Service Arrangement
9588,Arrangement,Risk Hedging Instrument,part_of,Arrangement,Settlement Account Arrangement
9589,Arrangement,Introductory Balance Amount,part_of,Arrangement,Credit Card Arrangement
9590,Arrangement,Arrangement Scheduler,related,Property,Scheduler
9591,Arrangement,Arrangement Scheduler,part_of,Arrangement,Arrangement
9592,Arrangement,Outgoing Dishonored Check Count,part_of,Arrangement,Line Of Credit Arrangement
9593,Arrangement,Outgoing Dishonored Check Count,part_of,Arrangement,Demand Deposit Arrangement
9594,Arrangement,Periodic Draw Amount,part_of,Arrangement,Loan Arrangement
9595,Arrangement,Periodic Draw Amount,part_of,Arrangement,Account Facility Finance Service Arrangement
9596,Arrangement,Periodic Draw Amount,part_of,Arrangement,Credit Facility Arrangement
9597,Arrangement,Tiered Rewards Amount,part_of,Arrangement,Credit Card Arrangement
9598,Arrangement,Insurance Arrangement Payer Type,part_of,Arrangement,Insurance Arrangement
9599,Arrangement,Finance Service Termination Outcome Type Date,part_of,Arrangement,Account Facility Finance Service Arrangement
9600,Arrangement,Finance Service Termination Outcome Type Date,part_of,Arrangement,Finance Service Arrangement
9601,Arrangement,Arrangement Finance Service Utilization Segment Date,part_of,Arrangement,Loan Arrangement
9602,Arrangement,Arrangement Finance Service Utilization Segment Date,part_of,Arrangement,Account Facility Finance Service Arrangement
9603,Arrangement,Arrangement Finance Service Utilization Segment Date,part_of,Arrangement,Credit Facility Arrangement
9604,Arrangement,Arrangement Finance Service Utilization Segment,related,Group,Finance Service Utilization Segment
9605,Arrangement,Arrangement Finance Service Utilization Segment,part_of,Arrangement,Loan Arrangement
9606,Arrangement,Arrangement Finance Service Utilization Segment,part_of,Arrangement,Account Facility Finance Service Arrangement
9607,Arrangement,Arrangement Finance Service Utilization Segment,part_of,Arrangement,Credit Facility Arrangement
9608,Arrangement,Finance Service Unutilized Range,part_of,Arrangement,Loan Arrangement
9609,Arrangement,Finance Service Unutilized Range,part_of,Arrangement,Account Facility Finance Service Arrangement
9610,Arrangement,Finance Service Unutilized Range,part_of,Arrangement,Credit Facility Arrangement
9611,Arrangement,Arrangement Reinsures Arrangement,related,Arrangement,Insurance Arrangement
9612,Arrangement,Arrangement Reinsures Arrangement,part_of,Arrangement,Insurance Arrangement
9613,Arrangement,Current Monthly Income Generated Amount,part_of,Arrangement,Loan Arrangement
9614,Arrangement,Number Of Chargeable Fund Switches Allowed,part_of,Arrangement,Fund Investment Arrangement
9615,Arrangement,Protection Provider Treatment Approach,part_of,Arrangement,Account Facility Finance Service Arrangement
9616,Arrangement,Protection Provider Treatment Approach,part_of,Arrangement,Asset Securitization Arrangement
9617,Arrangement,Protection Provider Treatment Approach,part_of,Arrangement,Trading Account Arrangement
9618,Arrangement,Protection Provider Treatment Approach,part_of,Arrangement,Financial Instrument Arrangement
9619,Arrangement,Protection Provider Treatment Approach,part_of,Arrangement,Finance Service Arrangement
9620,Arrangement,Protection Provider Treatment Approach,part_of,Arrangement,Settlement Account Arrangement
9621,Arrangement,Direct Recovery Cost,part_of,Profitability,Location Profitability
9622,Arrangement,Direct Recovery Cost,part_of,Profitability,Customer Profitability
9623,Arrangement,Direct Recovery Cost,part_of,Profitability,Channel Profitability
9624,Arrangement,Direct Recovery Cost,part_of,Profitability,Product Profitability
9625,Arrangement,Direct Recovery Cost,part_of,Arrangement,Security Arrangement
9626,Arrangement,Direct Recovery Cost,part_of,Profitability,Organization Unit Profitability
9627,Arrangement,Direct Recovery Cost,part_of,Profitability,Profitability Analysis
9628,Arrangement,Credit Enhanced Instrument,related,Product,Financial Market Instrument
9629,Arrangement,Credit Enhanced Instrument,part_of,Arrangement,Asset Securitization Arrangement
9630,Arrangement,Payment Card Number Component Issuer Identifier,part_of,Documentation,Payment Card
9631,Arrangement,Credit Class,part_of,Arrangement,Account Facility Finance Service Arrangement
9632,Arrangement,Credit Class,part_of,Arrangement,Asset Securitization Arrangement
9633,Arrangement,Credit Class,part_of,Arrangement,Trading Account Arrangement
9634,Arrangement,Credit Class,part_of,Arrangement,Financial Instrument Arrangement
9635,Arrangement,Credit Class,part_of,Arrangement,Finance Service Arrangement
9636,Arrangement,Credit Class,part_of,Arrangement,Settlement Account Arrangement
9637,Arrangement,Periodic Interest Rate Floor,part_of,Arrangement,Loan Arrangement Adjustment Period
9638,Arrangement,Arrangement Unweighted Exposure Amount After CRMT,part_of,Arrangement,Account Facility Finance Service Arrangement
9639,Arrangement,Arrangement Unweighted Exposure Amount After CRMT,part_of,Arrangement,Asset Securitization Arrangement
9640,Arrangement,Arrangement Unweighted Exposure Amount After CRMT,part_of,Arrangement,Trading Account Arrangement
9641,Arrangement,Arrangement Unweighted Exposure Amount After CRMT,part_of,Arrangement,Financial Instrument Arrangement
9642,Arrangement,Arrangement Unweighted Exposure Amount After CRMT,part_of,Arrangement,Finance Service Arrangement
9643,Arrangement,Arrangement Unweighted Exposure Amount After CRMT,part_of,Arrangement,Settlement Account Arrangement
9644,Arrangement,Replaces Arrangement,related,Arrangement,Arrangement
9645,Arrangement,Replaces Arrangement,part_of,Arrangement,Arrangement
9646,Arrangement,Settlement Principal Amount,part_of,Arrangement,Trading Account Arrangement
9647,Arrangement,Settlement Principal Amount,part_of,Arrangement,Settlement Account Arrangement
9648,Arrangement,Settlement Principal Amount,part_of,Arrangement,Finance Service Arrangement
9649,Arrangement,Arrangement Credit Derivatives Provided Amount,part_of,Arrangement,Account Facility Finance Service Arrangement
9650,Arrangement,Arrangement Credit Derivatives Provided Amount,part_of,Arrangement,Asset Securitization Arrangement
9651,Arrangement,Arrangement Credit Derivatives Provided Amount,part_of,Arrangement,Trading Account Arrangement
9652,Arrangement,Arrangement Credit Derivatives Provided Amount,part_of,Arrangement,Financial Instrument Arrangement
9653,Arrangement,Arrangement Credit Derivatives Provided Amount,part_of,Arrangement,Finance Service Arrangement
9654,Arrangement,Arrangement Credit Derivatives Provided Amount,part_of,Arrangement,Settlement Account Arrangement
9655,Arrangement,Account Number,part_of,Arrangement,Account Arrangement
9656,Arrangement,Securitization Arrangement Committed Exposure Portfolio,related,Arrangement,Asset Securitization Arrangement
9657,Arrangement,Securitization Arrangement Committed Exposure Portfolio,related,Group,Portfolio
9658,Arrangement,Claim On Security Provider Flag,part_of,Arrangement,Security Arrangement
9659,Arrangement,Customer Trading Knowledge Consent Flag,part_of,Arrangement,Trading Account Arrangement
9660,Arrangement,Arrangement Security Adequacy Segment,related,Group,Arrangement Security Adequacy Group
9661,Arrangement,Arrangement Security Adequacy Segment,part_of,Arrangement,Account Facility Finance Service Arrangement
9662,Arrangement,Arrangement Security Adequacy Segment,part_of,Arrangement,Asset Securitization Arrangement
9663,Arrangement,Arrangement Security Adequacy Segment,part_of,Arrangement,Trading Account Arrangement
9664,Arrangement,Arrangement Security Adequacy Segment,part_of,Arrangement,Financial Instrument Arrangement
9665,Arrangement,Arrangement Security Adequacy Segment,part_of,Arrangement,Finance Service Arrangement
9666,Arrangement,Arrangement Security Adequacy Segment,part_of,Arrangement,Settlement Account Arrangement
9667,Arrangement,Interest Calculation Effective Date,part_of,Arrangement,Account Arrangement
9668,Arrangement,Arrangement Credit Enhancement Provider,related,Involved Party,Credit Enhancement Providing Bank
9669,Arrangement,Arrangement Credit Enhancement Provider,part_of,Arrangement,Asset Securitization Arrangement
9670,Arrangement,STP Payment Level Threshold,part_of,Payments,Payment Service Reliability
9671,Arrangement,STP Payment Level Threshold,part_of,Arrangement,Payment Service Arrangement
9672,Arrangement,Arrangement Ownership Type,part_of,Arrangement,Property Arrangement Owner
9673,Arrangement,Cosigner,related,Involved Party,Individual
9674,Arrangement,Cosigner,part_of,Arrangement,Finance Service Arrangement
9675,Arrangement,Profit Sharing Percent,part_of,Arrangement,Arrangement Involved Party Exposure
9676,Arrangement,Profit Sharing Percent,part_of,Profitability,Islamic Banking Profitability Analysis
9677,Arrangement,Profit Sharing Percent,part_of,Arrangement,Customer Arrangement Relationship
9678,Arrangement,Specific Risk Category,part_of,Arrangement,Financial Instrument Arrangement
9679,Arrangement,Real Estate Collateral Type,part_of,Arrangement,Collateral Arrangement
9680,Arrangement,Provides Credit Protection For Arrangement,related,Arrangement,Finance Service Arrangement
9681,Arrangement,Provides Credit Protection For Arrangement,part_of,Arrangement,Credit Protection Arrangement
9682,Arrangement,Loan Term,part_of,Arrangement,Loan Arrangement
9683,Arrangement,Arrangement Maturity Adjustment Amount,part_of,Arrangement,Account Facility Finance Service Arrangement
9684,Arrangement,Arrangement Maturity Adjustment Amount,part_of,Arrangement,Asset Securitization Arrangement
9685,Arrangement,Arrangement Maturity Adjustment Amount,part_of,Arrangement,Trading Account Arrangement
9686,Arrangement,Arrangement Maturity Adjustment Amount,part_of,Arrangement,Financial Instrument Arrangement
9687,Arrangement,Arrangement Maturity Adjustment Amount,part_of,Arrangement,Finance Service Arrangement
9688,Arrangement,Arrangement Maturity Adjustment Amount,part_of,Arrangement,Settlement Account Arrangement
9689,Arrangement,First Payment Date,part_of,Arrangement,Account Arrangement
9690,Arrangement,Loss Sharing Percentage,part_of,Arrangement,Arrangement Involved Party Exposure
9691,Arrangement,Loss Sharing Percentage,part_of,Arrangement,Customer Arrangement Relationship
9692,Arrangement,Number Of Non Chargeable Fund Switches Allowed,part_of,Arrangement,Fund Investment Arrangement
9693,Arrangement,Netting Agreement Enforceability Flag,part_of,Arrangement,Netting Arrangement
9694,Arrangement,Loan Arrangement Adjustment Period,related,Arrangement,Loan Arrangement
9695,Arrangement,Loan Arrangement Adjustment Period,related,Common,Adjustment Period
9696,Arrangement,Arrangement Time Commitment,related,Common,Commitment Term
9697,Arrangement,Arrangement Time Commitment,part_of,Arrangement,Arrangement
9698,Arrangement,Lessee,related,Involved Party,Involved Party
9699,Arrangement,Lessee,part_of,Arrangement,Leasing Arrangement
9700,Arrangement,Amortization Frequency Condition,related,Condition,Recurrence Frequency
9701,Arrangement,Amortization Frequency Condition,part_of,Arrangement,Asset Securitization Arrangement
9702,Arrangement,Amortization Frequency Condition,part_of,Arrangement,Account Facility Finance Service Arrangement
